,약국명,주소,전화번호,토요일영업여부,일요일영업여부,토요일종료시간,일요일종료시간
234,갤러리약국,서울특별시 강남구 학동로20길 55 106호,02-6227-5578,Y,N,2230,None
235,갤러리약국,"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스)",02-412-8579,Y,N,1600,None
236,거북당약국,서울특별시 서대문구 응암로 53,02-372-0744,Y,N,2000,None
237,거여서울약국,"서울특별시 송파구 오금로 505 (거여동, 101호)",02-2043-3800,Y,N,1700,None
238,거평원온누리약국,"서울특별시 강남구 봉은사로 129, 지하1층 (논현동, 거평타운)",02-544-4567,Y,N,1400,None
239,건강과행복이열리는약국,서울특별시 서초구 서초대로 309 장안빌딩 (서초동),02-591-3399,Y,Y,2100,2100
240,건강과행복이열리는약국,"서울특별시 노원구 한글비석로 242, 113호, 114호 (중계동, 삼부프라자)",02-933-9696,Y,Y,2100,2100
241,건강과행복이열리는중앙메디칼약국,"서울특별시 동작구 흑석로 106-5, 1층 (흑석동)",02-811-1700,Y,N,1330,None
242,건강밝은약국,"서울특별시 은평구 연서로 216, (대조동)",02-388-4253,Y,Y,1600,1300
243,건강백세약국,서울특별시 중구 서소문로 12 (중림동),02-392-7855,Y,N,1900,None
244,건강비타민약국,서울특별시 강북구 솔매로 59 (미아동),02-984-4777,Y,Y,1400,1900
245,건강샘약국,"서울특별시 송파구 백제고분로 275, 1층 (석촌동)",070-8872-6902,Y,N,1430,None
246,건강샘약국,"서울특별시 은평구 갈현로 300, 206호 (갈현동)",02-356-6307,Y,Y,1400,1200
247,건강샘온누리약국,"서울특별시 노원구 동일로243길 33, 1층 (상계동)",02-931-5688,Y,N,1600,None
248,건강샘온누리약국,"서울특별시 강서구  까치산로  73, 1층 (화곡동)",02-2062-0155,Y,N,2100,None
249,건강샘온누리약국,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 2층 219호 (신도림동)",02-3439-8373,Y,N,1630,None
250,건강약국,"서울특별시 도봉구 도당로 109, 방학동상가주택 1층 102호 (방학동)",02-3492-3588,Y,N,2100,None
251,건강약국,서울특별시 성북구 동소문로 71 (동소문동6가),02-935-7971,Y,N,1800,None
252,건강약국,서울특별시 동작구 만양로 5 (상도동),02-3280-2828,Y,N,1530,None
253,건강약국,"서울특별시 동대문구 왕산로 176, 2층 (전농동)",02-2282-4830,Y,N,1500,None
254,건강약국,"서울특별시 마포구 방울내로 70, (망원동)",02-333-2090,Y,N,1300,None
255,건강약국,"서울특별시 서대문구 가재울로6길 53-61, 1층 (남가좌동)",02-373-4439,Y,N,1430,None
256,건강약국,"서울특별시 노원구 화랑로 463, (공릉동)",02-978-7597,Y,N,1600,None
257,건강약국,"서울특별시 종로구 혜화로 2, 1층 (혜화동)",02-764-9918,Y,N,1500,None
258,건강약국,서울특별시 양천구 곰달래로5길 30,02-2697-0485,Y,N,2000,None
259,건강약국,서울특별시 영등포구 당산로 166  (당산동4가),02-2631-6396,Y,N,2130,None
260,건강약국,"서울특별시 송파구 백제고분로 162, 대양빌딩 1층 103호 (잠실동)",02-424-3223,Y,N,1600,None
261,건강약국,서울특별시 관악구 남부순환로 1539 (신림동),02-855-2883,Y,N,2200,None
262,건강온누리약국,서울특별시 양천구 오목로 350,02-2645-5538,Y,N,1600,None
263,건강온누리약국,서울특별시 구로구 고척로21나길 18 (개봉동),02-2625-3337,Y,Y,2100,1600
264,건강온누리약국,서울특별시 동작구 상도로 202 (상도동),02-815-1120,Y,Y,2000,2000
265,건강온누리약국,"서울특별시 관악구 남부순환로 1715, 101호 (봉천동, 신우빌딩)",070-7740-3349,Y,N,1600,None
266,건강온누리약국,서울특별시 강남구 삼성로 212,02-562-1377,Y,N,1800,None
267,건강온누리약국,서울특별시 강서구 곰달래로 271 (화곡동),02-2642-0012,Y,N,1600,None
268,건강을그리는약국,"서울특별시 송파구 송파대로38길 2-9, 103호 (송파동)",02-423-3675,N,Y,None,1800
269,건강을준비하는약국,"서울특별시 강동구 구천면로 189, 지층 (천호동)",02-2224-6466,Y,Y,2200,2200
270,건강제일녹십자약국,"서울특별시 도봉구 해등로 190, (쌍문동)",02-906-1024,Y,Y,1800,1800
271,건강제일온누리약국,"서울특별시 중랑구 동일로 786, 1층 (중화동)",02-491-1114,Y,N,1500,None
272,건강프라자약국,"서울특별시 송파구 백제고분로 216, 청송빌딩 (삼전동)",02-417-0910,Y,N,1500,None
273,건강플러스약국,서울특별시 금천구 시흥대로 391  (독산동),02-890-8058,Y,Y,2200,2230
274,건강플러스약국,서울특별시 강동구 아리수로93길 27 ,02-427-8056,Y,N,1700,None
275,건강플러스약국,서울특별시 노원구 상계로1길 38 (상계동),02-935-5347,Y,Y,1500,1300
276,건강한생활약국,"서울특별시 노원구 노해로 490, 길빌딩 1층 107호 (상계동)",02-6203-4900,Y,N,1600,None
277,건강한세상대한약국,"서울특별시 영등포구 국제금융로 108 (여의도동,은하빌딩 1층)",02-786-1091,Y,N,1300,None
278,건강한세상약국,서울특별시 은평구 증산로15길 7  (증산동),02-376-1824,Y,N,2030,None
279,건강한세상약국,"서울특별시 종로구 새문안로 21, 1,2,3,지하1층 (평동)",02-733-7870,Y,N,1300,None
280,건강한약국,서울특별시 강동구 구천면로 231,02-487-4112,Y,Y,2100,1900
281,건강한약국,"서울특별시 은평구 진관2로 57-7 B105호 (진관동, 은평뉴타운우물골)",02-352-1658,Y,Y,1600,1300
282,건강한약국,"서울특별시 용산구 효창원로93길 2, (청파동2가)",02-3273-0750,Y,N,1700,None
283,건강한약국,서울특별시 금천구 남부순환로 1384,02-866-1191,Y,N,1600,None
284,건강한약국,"서울특별시 성북구 동소문로42길 14, 1층 (하월곡동)",02-916-6445,Y,N,2000,None
285,건강한약국,서울특별시 광진구 천호대로 655 (중곡동),02-945-6363,Y,Y,2400,2400
286,건강한약국,"서울특별시 동대문구 왕산로32길 7, 4층 6호 (용두동)",02-957-9784,Y,N,1400,None
287,건강한약국,"서울특별시 성동구 왕십리로 320, 1층 101호 (도선동)",02-2231-8803,Y,N,1500,None
288,건강한약국,"서울특별시 노원구 석계로9길 25, 1층 오른쪽점포호 (월계동)",02-919-1206,Y,Y,2100,2100
289,건강한온누리약국,서울특별시 강서구 가로공원로82길 41-8,02-2606-0012,Y,N,1930,None
290,건강한온누리약국,"서울특별시 강남구 압구정로34길 11, 압구정스퀘어 105호 (신사동)",02-2268-4582,Y,N,1400,None
291,건강한우리약국,"서울특별시 양천구 지양로 22, 승원빌딩 1층 102호 (신월동)",02-2693-3137,Y,N,1800,None
292,건국약국,"서울특별시 성동구 아차산로 92, 광명타워 1층 (성수동2가)",02-549-5011,Y,N,1400,None
293,건대가온약국,"서울특별시 광진구 광나루로 410, 105호 (화양동, KCC파크타운)",02-453-4669,Y,Y,2200,2200
294,건대바른약국,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 204호 (화양동)",02-456-2393,Y,Y,1900,1900
295,건대애플약국,"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",02-463-1020,Y,N,2030,None
296,건대역약국,서울특별시 광진구 아차산로 218 (자양동),02-497-4337,Y,Y,2200,1700
297,건대온누리약국,"서울특별시 광진구 능동로 110, 스타시티영존 지하2층 B203-1,204호 (화양동)",02-457-7999,Y,N,1400,None
298,건대지하철약국,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 201호 (화양동)",02-461-1401,Y,N,1300,None
299,건명약국,서울특별시 중랑구 면목로 421,02-435-3900,Y,Y,2500,2200
300,건민약국,"서울특별시 노원구 동일로191길 23, 1층 (공릉동)",02-975-1254,Y,N,1500,None
301,경남약국,"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",02-2647-3012,Y,N,2130,None
302,경도약국,서울특별시 영등포구 여의대방로 383,02-780-5004,Y,N,1400,None
303,경명약국,"서울특별시 영등포구 선유서로25길 5-1, (양평동2가)",02-2634-1046,Y,N,2000,None
304,경성약국,서울특별시 관악구 남부순환로161길 70 (신림동),02-855-3927,Y,N,1500,None
305,경애약국,서울특별시 동대문구 사가정로25길 18 (장안동),02-2212-8941,Y,N,2100,None
306,경옥채한약국,"서울특별시 강남구 삼성로145길 13, 1층 102호 (청담동)",02-3013-1075,Y,N,1500,None
307,경원약국,서울특별시 동대문구 고산자로36길 3 (제기동),02-967-6217,Y,N,1600,None
308,경인약국,"서울특별시 송파구 가락로42길 9, 경인약국 (방이동)",02-412-7891,Y,N,1600,None
309,경인약국,서울특별시 용산구 새창로14길 50 (용문동),02-715-6083,Y,Y,1800,1800
310,경일약국,"서울특별시 금천구 시흥대로72길 32, (시흥동)",02-802-9104,Y,Y,2100,2100
311,경일약국,서울특별시 종로구 평창문화로 35  (평창동),02-391-3469,Y,Y,2200,2000
312,경창약국,서울특별시 양천구 월정로 53 (신월동),02-2607-2727,Y,Y,2100,2100
313,경하프라자약국,"서울특별시 은평구 서오릉로 157, (구산동)",02-385-7271,Y,Y,2100,2100
314,경희고황약국,"서울특별시 동대문구 경희대로 17, 1,2층 (회기동)",02-6013-1675,Y,Y,1900,1900
315,경희궁햇살약국,"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이 2단지)",02-733-3342,Y,N,1500,None
316,경희다정한약국,"서울특별시 동대문구 답십리로65길 77, 1층 (장안동)",02-3390-5175,Y,Y,2000,2000
317,경희동문약국,서울특별시 동대문구 경희대로 19 (회기동),02-960-0557,Y,N,1400,None
318,경희메디칼약국,"서울특별시 동대문구 경희대로 24, 1층 (회기동)",02-966-5830,Y,N,1430,None
319,경희메디칼온누리약국,"서울특별시 강동구 동남로 889, 103호 (명일동)",02-427-5757,Y,N,1400,None
320,경희수약국,"서울특별시 강동구 동남로 881, 서희스타힐스 103호 (명일동)",02-441-7001,Y,N,1300,None
321,경희온누리약국,서울특별시 동대문구 경희대로1가길 32 (회기동),02-3295-0055,Y,N,1300,None
322,경희우리약국,"서울특별시 동대문구 경희대로 21, 지층, 1층, 2층 (회기동)",02-963-8113,Y,N,1300,None
323,경희일번약국,"서울특별시 강동구 동남로 889, 101호 (명일동)",02-441-2011,Y,N,1300,None
324,경희자연한약국,"서울특별시 강남구 논현로95길 29-13, 2층 (역삼동)",02-412-0705,Y,N,1400,None
325,경희자연한약국,"서울특별시 동대문구 망우로 35, 상가동 B103, B104(일부)호 (휘경동, 휘경 제이스카이 아파트)",02-2203-7511,Y,N,1300,None
326,경희정문약국,"서울특별시 강동구 동남로 877, 한화오벨리스크스위트 103호 (명일동)",02-442-0805,Y,N,1400,None
327,경희정문약국,"서울특별시 동대문구 경희대로 22-1, 1층 (회기동)",02-957-6257,Y,N,1300,None
328,경희정문약국,"서울특별시 강동구 동남로 877, 한화오벨리스크스위트 103호 (명일동)",02-442-0805,Y,N,1400,None
329,경희제일약국,서울특별시 동대문구 경희대로 19-5 (회기동),02-6403-1082,Y,N,1900,None
330,경희중앙약국,"서울특별시 동대문구 경희대로 19-9, 지하1층, 1층 (회기동)",02-968-4445,Y,N,1330,None
331,경희착한맘한약국,"서울특별시 송파구 송파대로 345, 1A동 2층 55호 (가락동, 헬리오시티)",02-449-1613,Y,N,1430,None
332,경희프라자약국,서울특별시 강동구 구천면로 245,02-472-8244,Y,N,2030,None
333,경희한방약국,"서울특별시 관악구 낙성대역길 91, 1층 (봉천동)",02-878-7578,Y,N,1800,None
334,계령약국,"서울특별시 동작구 성대로 32, 1층 101호 (상도동)",02-822-8105,Y,Y,2000,2100
335,계산온누리약국,"서울특별시 성북구 동소문로20길 43, 1층 (동선동1가)",02-925-4551,Y,Y,2200,2200
336,고가모니한약국,"서울특별시 동대문구 경희대로3길 10, 2층 (회기동)",02-969-4936,Y,N,1200,None
337,고덕3층약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 312호 (명일동)",02-429-9929,Y,N,1400,None
338,고덕경희온누리약국,"서울특별시 강동구 고덕로 256, 명성프라자 101호 (명일동)",02-429-5885,Y,N,1700,None
339,고덕약국,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 208호 (고덕동)",02-427-9904,Y,N,1300,None
340,고덕퍼스트약국,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 254,255호 (고덕동)",02-515-7293,Y,N,1330,None
341,고덕호약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 408호 (명일동)",02-426-3633,Y,N,1530,None
342,고래약국,"서울특별시 마포구 신촌로 지하 90, 신촌역 B1 240-107호 (노고산동)",02-333-7967,Y,Y,2300,2300
343,고래약국,"서울특별시 노원구 상계로 32, 노원역 보미 더 클래스 오피스텔 1층 105-1호 (상계동)",02-938-2023,Y,N,1600,None
344,고래약국,"서울특별시 구로구 디지털로26길 123, 지플러스타워 지하1층 B105호 (구로동)",02-856-0630,Y,N,1500,None
345,고려약국,서울특별시 강북구 삼양로 337 (수유동),02-980-6875,Y,Y,2100,1400
346,고려약국,"서울특별시 강동구 천호대로 1125, (길동)",02-477-5257,Y,N,2200,None
347,고려약국,"서울특별시 중랑구 상봉로 49, (면목동)",02-433-6447,Y,N,1700,None
348,고명약국,서울특별시 도봉구 도봉로 724,02-3493-0343,Y,N,1800,None
349,고명약국,"서울특별시 서초구 바우뫼로 23, 101호 (우면동,선일상가)",02-2057-3448,Y,N,1400,None
350,고바우약국,서울특별시 송파구 마천로41길 21 (마천동),02-402-0730,Y,Y,1400,2000
351,고바우약국,서울특별시 송파구 마천로41길 21 (마천동),02-402-0730,Y,Y,1400,2000
352,고성희약국,서울특별시 금천구 금하로24길 57 ,02-808-3616,Y,Y,2200,2200
353,고속터미널약국,"서울특별시 서초구 신반포로 194, 서울고속버스터미널 본관동1층 쇼케이스1호 (반포동)",02-595-2260,Y,Y,2100,2100
354,고약국,"서울특별시 광진구 구의로 7, 1층 2호 (구의동)",02-457-6159,Y,Y,2100,2100
355,고연뿌리약국,"서울특별시 서초구 신반포로 지하 188, 지하1층 (반포동, 강남고속터미널역)",02-534-7500,Y,Y,2200,2200
356,고운마음약국,"서울특별시 강서구 양천로 500, 등촌동노블리움오피스텔 115호 (등촌동)",02-3663-7779,Y,N,2000,None
357,고운약국,"서울특별시 송파구 송이로32길 37, 201동 1층 04호 (문정동, 문정푸르지오아파트)",02-400-8786,Y,Y,1300,1800
358,고원약국,"서울특별시 금천구 시흥대로153길 68, (가산동)",02-856-7123,Y,Y,2200,2200
359,고은약국,"서울특별시 은평구 은평로 8, (신사동)",02-303-7311,Y,N,1500,None
360,고은약국,서울특별시 동작구 사당로23길 185 (사당동),02-532-5384,Y,N,1500,None
361,고은약국,"서울특별시 관악구 신림로 339, 1층 (신림동)",02-888-7888,Y,N,1600,None
362,고은약국,서울특별시 영등포구 영신로 259,02-2678-8084,Y,N,1300,None
363,고은온누리약국,"서울특별시 강동구 천호대로 1153, 1층 (길동)",02-477-9403,Y,N,1800,None
364,고은온누리약국,서울특별시 동작구 여의대방로36길 1 (대방동),02-826-8347,Y,N,1600,None
365,고일약국,서울특별시 은평구 증산로3길 8 ,02-303-9715,Y,N,1700,None
366,고전약국,서울특별시 강북구 도봉로 167,02-988-7851,Y,N,1300,None
367,고척스카이약국,"서울특별시 구로구 경인로 387, 스카이타워 1층 (고척동)",02-3666-9662,Y,N,1430,None
368,고척시장약국,"서울특별시 구로구 경인로47길 126, 1층 (고척동)",02-2681-3535,Y,Y,1800,1600
369,고향약국,서울특별시 중구 남대문로 22(남대문로3가),02-3789-7749,Y,Y,1930,1800
370,골드로즈약국,서울특별시 강남구 선릉로86길 31,02-567-3609,Y,N,1600,None
371,골드약국,"서울특별시 동작구 동작대로 89, 504호 (사당동, 골든시네마타워)",02-588-8013,Y,N,1630,None
372,곰달래약국,"서울특별시 강서구 곰달래로 226, (화곡동)",02-2642-4196,Y,Y,1700,1900
373,곰돌이스타약국,"서울특별시 서초구 방배로 226, 3층 303호 (방배동)",02-595-8795,Y,Y,1900,1900
374,곰돌이약국,"서울특별시 강남구 언주로 309, 1층 (역삼동)",02-508-2333,Y,N,1400,None
375,곰돌이약국,"서울특별시 강남구 언주로7길 6, 1층 117호 (개포동, 개포자이르네)",02-3462-3888,Y,Y,1800,1800
376,곰돌이약국,"서울특별시 중구 왕십리로 407, B2-05-02호 (신당동, 신당 파인힐 하나유보라)",02-6953-7635,Y,Y,2200,2200
377,곰약국,서울특별시 은평구 연서로 73 (역촌동),02-355-8322,Y,N,1400,None
